task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
6	81/3c3f80	38671159	NFCORE_SAREK:SAREK:PREPARE_GENOME:BWAMEM1_INDEX (GCA_905220545.2_ilMelAtha1.2_genomic.chroms.fna)	CACHED	0	2023-06-15 18:48:24.798	12m 1s	11m 56s	96.8%	861.4 MB	882.2 MB	2.2 GB	1.5 GB
2	57/5143a9	38671162	NFCORE_SAREK:SAREK:PREPARE_GENOME:GATK4_CREATESEQUENCEDICTIONARY (GCA_905220545.2_ilMelAtha1.2_genomic.chroms.fna)	CACHED	0	2023-06-15 18:48:25.368	15.7s	12s	158.1%	1.1 GB	39.3 GB	673 MB	685.1 KB
5	b5/ce82e9	38671161	NFCORE_SAREK:SAREK:PREPARE_GENOME:SAMTOOLS_FAIDX (GCA_905220545.2_ilMelAtha1.2_genomic.chroms.fna)	CACHED	0	2023-06-15 18:48:25.068	6s	3s	82.6%	2.7 MB	11.9 MB	572.5 MB	6.3 KB
12	48/b3e9b5	38671160	NFCORE_SAREK:SAREK:FASTQC (SLOV_1_1990-L001)	CACHED	0	2023-06-15 18:48:24.890	11m 26s	11m 22s	198.0%	1 GB	3.8 GB	10.6 GB	4.3 MB
8	fb/47298d	38671165	NFCORE_SAREK:SAREK:FASTQC (BAJK_1_2016-L001)	CACHED	0	2023-06-15 18:48:25.583	5m 51s	3m 46s	198.1%	1.1 GB	3.8 GB	3.2 GB	4.4 MB
11	c1/545405	38671163	NFCORE_SAREK:SAREK:FASTP (SLOV_1_1990-L001)	CACHED	0	2023-06-15 18:48:25.398	11m 56s	3m 11s	991.2%	1.9 GB	2.8 GB	10.6 GB	9.8 GB
7	82/e973dc	38671164	NFCORE_SAREK:SAREK:FASTP (BAJK_1_2016-L001)	CACHED	0	2023-06-15 18:48:25.500	3m 26s	1m 5s	911.9%	1.9 GB	2.8 GB	3.2 GB	2.9 GB
14	33/5b9b99	38671166	NFCORE_SAREK:SAREK:FASTQC (URAL_2_1995-L001)	CACHED	0	2023-06-15 18:48:25.730	8m 15s	6m 9s	199.2%	1.1 GB	3.8 GB	6 GB	4.4 MB
15	00/814853	38671168	NFCORE_SAREK:SAREK:FASTQC (RUSS_4_2008-L001)	CACHED	0	2023-06-15 18:48:25.914	8m 50s	5m 47s	199.3%	1.1 GB	3.8 GB	5.6 GB	4.4 MB
18	d6/8af130	38671240	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:BUILD_INTERVALS ([GCA_905220545.2_ilMelAtha1.2_genomic.chroms.fna])	CACHED	0	2023-06-15 18:48:31.737	2m 54s	0ms	15.7%	1.3 MB	11 MB	53.1 KB	1.7 KB
16	b1/940f49	38671171	NFCORE_SAREK:SAREK:FASTQC (JAPA_1_1994-L001)	CACHED	0	2023-06-15 18:48:26.292	15m 20s	12m 20s	197.7%	1 GB	3.8 GB	11.3 GB	4.3 MB
13	b8/b92cf3	38671167	NFCORE_SAREK:SAREK:FASTP (URAL_2_1995-L001)	CACHED	0	2023-06-15 18:48:25.868	5m 40s	1m 58s	999.7%	1.9 GB	2.8 GB	6 GB	5.5 GB
17	93/4a8b53	38671177	NFCORE_SAREK:SAREK:FASTQC (CHEH_1_1989-L001)	CACHED	0	2023-06-15 18:48:26.785	16m 39s	13m 37s	198.1%	1.1 GB	3.8 GB	12.2 GB	4.3 MB
36	b5/223091	38671178	NFCORE_SAREK:SAREK:FASTQC (KRAS_2_2002-L001)	CACHED	0	2023-06-15 18:48:26.883	6m 19s	3m 17s	198.9%	1.1 GB	3.8 GB	2.7 GB	4.3 MB
46	77/7d564c	38671250	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:CREATE_INTERVALS_BED (GCA_905220545.2_ilMelAtha1.2_genomic.chroms.fna.bed)	CACHED	0	2023-06-15 18:51:26.685	5m 29s	0ms	29.6%	1.3 MB	11 MB	52.6 KB	1.7 KB
57	6d/d4542b	38671181	NFCORE_SAREK:SAREK:FASTQC (RUSS_1_1998-L001)	CACHED	0	2023-06-15 18:48:27.030	10m 59s	8m	198.1%	1.1 GB	3.8 GB	7.6 GB	4.3 MB
28	9f/16aa0e	38671169	NFCORE_SAREK:SAREK:FASTP (RUSS_4_2008-L001)	CACHED	0	2023-06-15 18:48:26.137	5m 35s	1m 55s	981.6%	1.9 GB	2.8 GB	5.6 GB	5.2 GB
94	a7/951592	38671182	NFCORE_SAREK:SAREK:FASTQC (URAL_1_1991-L001)	CACHED	0	2023-06-15 18:48:27.116	9m 49s	6m 48s	193.5%	1.1 GB	3.8 GB	6.2 GB	4.3 MB
103	2d/d11a9c	38671184	NFCORE_SAREK:SAREK:FASTQC (STOC_6_1965-L001)	CACHED	0	2023-06-15 18:48:27.223	8m 19s	5m 20s	200.2%	1 GB	3.8 GB	4.9 GB	4.5 MB
41	a2/367416	38671173	NFCORE_SAREK:SAREK:FASTP (JAPA_1_1994-L001)	CACHED	0	2023-06-15 18:48:26.412	7m 40s	3m 25s	986.8%	1.9 GB	2.8 GB	11.3 GB	10.2 GB
123	b0/79b1e7	38671186	NFCORE_SAREK:SAREK:FASTQC (VAST_1_1983-L001)	CACHED	0	2023-06-15 18:48:27.383	11m 14s	8m 11s	198.1%	1.1 GB	3.8 GB	8.2 GB	4.3 MB
97	57/b280d4	38671174	NFCORE_SAREK:SAREK:FASTP (CHEH_1_1989-L001)	CACHED	0	2023-06-15 18:48:26.493	8m 20s	3m 37s	1028.4%	1.9 GB	2.8 GB	12.2 GB	11.2 GB
140	86/890316	38671188	NFCORE_SAREK:SAREK:FASTQC (SMAL_4_1996-L001)	CACHED	0	2023-06-15 18:48:27.493	14m 29s	11m 28s	199.0%	1 GB	3.8 GB	9.7 GB	4.3 MB
148	90/97ef78	38671190	NFCORE_SAREK:SAREK:FASTQC (RUSS_3_1999-L001)	CACHED	0	2023-06-15 18:48:27.638	13m 28s	10m 26s	198.6%	1 GB	3.8 GB	9.9 GB	4.3 MB
128	60/8a005d	38671179	NFCORE_SAREK:SAREK:FASTP (KRAS_2_2002-L001)	CACHED	0	2023-06-15 18:48:26.908	4m 9s	57s	915.2%	1.9 GB	2.8 GB	2.7 GB	2.5 GB
180	55/8c9961	38671194	NFCORE_SAREK:SAREK:FASTQC (CHEH_3_2008-L001)	CACHED	0	2023-06-15 18:48:27.879	6m 48s	3m 46s	200.8%	1.1 GB	3.8 GB	3.2 GB	4.4 MB
187	33/77570d	38671198	NFCORE_SAREK:SAREK:FASTQC (BAJK_2_2016-L001)	CACHED	0	2023-06-15 18:48:28.118	7m 43s	4m 45s	199.5%	1.1 GB	3.8 GB	4.1 GB	4.3 MB
167	9f/6c7fd6	38671180	NFCORE_SAREK:SAREK:FASTP (RUSS_1_1998-L001)	CACHED	0	2023-06-15 18:48:26.991	6m 14s	2m 24s	1007.2%	1.9 GB	2.8 GB	7.6 GB	7 GB
213	08/a830bf	38671200	NFCORE_SAREK:SAREK:FASTQC (SMAL_5_1998-L001)	CACHED	0	2023-06-15 18:48:28.180	8m 8s	5m 10s	199.7%	1 GB	3.9 GB	4.6 GB	4.5 MB
197	f3/650cfe	38671183	NFCORE_SAREK:SAREK:FASTP (URAL_1_1991-L001)	CACHED	0	2023-06-15 18:48:27.183	5m 39s	2m 5s	983.5%	1.9 GB	2.8 GB	6.2 GB	5.7 GB
240	a9/47dafb	38671202	NFCORE_SAREK:SAREK:FASTQC (VAST_3_2005-L001)	CACHED	0	2023-06-15 18:48:28.232	14m 13s	11m 15s	198.0%	1.1 GB	3.8 GB	10.3 GB	4.4 MB
270	79/1bd380	38671205	NFCORE_SAREK:SAREK:FASTQC (JAPA_2_1994-L001)	CACHED	0	2023-06-15 18:48:28.325	4m 43s	1m 44s	200.9%	1 GB	3.8 GB	1.5 GB	4.4 MB
227	c3/9db01d	38671185	NFCORE_SAREK:SAREK:FASTP (STOC_6_1965-L001)	CACHED	0	2023-06-15 18:48:27.293	5m 14s	1m 42s	985.5%	1.9 GB	2.8 GB	4.9 GB	4.5 GB
298	96/e6eda3	38671206	NFCORE_SAREK:SAREK:FASTQC (RUSS_2_1999-L001)	CACHED	0	2023-06-15 18:48:28.422	6m 33s	3m 33s	200.8%	1 GB	3.8 GB	3.2 GB	4.4 MB
275	01/b0a3b8	38671187	NFCORE_SAREK:SAREK:FASTP (VAST_1_1983-L001)	CACHED	0	2023-06-15 18:48:27.408	6m 34s	2m 38s	1007.1%	1.9 GB	2.8 GB	8.2 GB	7.6 GB
318	ba/2fca58	38671208	NFCORE_SAREK:SAREK:FASTQC (KRAS_3_2002-L001)	CACHED	0	2023-06-15 18:48:28.505	13m 28s	10m 30s	198.5%	1.1 GB	3.9 GB	9.1 GB	4.3 MB
329	c3/e01440	38671210	NFCORE_SAREK:SAREK:FASTQC (POLA_1_2003-L001)	CACHED	0	2023-06-15 18:48:28.598	10m 33s	7m 31s	199.4%	1.1 GB	3.8 GB	6.3 GB	4.4 MB
301	f8/790318	38671189	NFCORE_SAREK:SAREK:FASTP (SMAL_4_1996-L001)	CACHED	0	2023-06-15 18:48:27.582	7m 4s	3m 5s	1004.2%	1.9 GB	2.8 GB	9.7 GB	8.8 GB
359	f9/5714e0	38671191	NFCORE_SAREK:SAREK:FASTP (RUSS_3_1999-L001)	CACHED	0	2023-06-15 18:48:27.702	7m 4s	2m 58s	1034.9%	1.9 GB	2.8 GB	9.9 GB	9.1 GB
403	15/85e6ec	38671216	NFCORE_SAREK:SAREK:FASTQC (KRAS_4_2002-L001)	CACHED	0	2023-06-15 18:48:28.991	7m 42s	4m 43s	200.2%	1 GB	3.8 GB	3.8 GB	4.4 MB
343	80/ac107d	38671212	NFCORE_SAREK:SAREK:FASTQC (KALM_1_2018-L001)	CACHED	0	2023-06-15 18:48:28.874	13m 22s	10m 22s	198.0%	1023.6 MB	3.8 GB	9.2 GB	4.3 MB
434	ce/e43ac7	38671220	NFCORE_SAREK:SAREK:FASTQC (VORO_1_1998-L001)	CACHED	0	2023-06-15 18:48:29.272	8m 52s	5m 51s	198.2%	1.1 GB	3.8 GB	5.1 GB	4.4 MB
411	8a/cac10b	38671218	NFCORE_SAREK:SAREK:FASTQC (SMAL_6_2013-L001)	CACHED	0	2023-06-15 18:48:29.197	8m 42s	5m 43s	200.0%	1.1 GB	3.9 GB	5 GB	4.3 MB
433	0a/1f196e	38671199	NFCORE_SAREK:SAREK:FASTP (BAJK_2_2016-L001)	CACHED	0	2023-06-15 18:48:28.143	5m 33s	2m 8s	787.7%	1.9 GB	2.8 GB	4 GB	3.7 GB
486	88/55d738	38671223	NFCORE_SAREK:SAREK:FASTQC (BAJK_3_2016-L001)	CACHED	0	2023-06-15 18:48:29.389	8m 52s	5m 51s	198.7%	1.1 GB	3.8 GB	5 GB	4.3 MB
360	78/8828b6	38671195	NFCORE_SAREK:SAREK:FASTP (CHEH_3_2008-L001)	CACHED	0	2023-06-15 18:48:27.910	4m 28s	1m 12s	874.4%	1.9 GB	2.8 GB	3.2 GB	2.9 GB
487	63/2ff914	38671226	NFCORE_SAREK:SAREK:FASTQC (BAJK_4_2016-L001)	CACHED	0	2023-06-15 18:48:29.538	8m 17s	5m 18s	200.1%	1 GB	3.8 GB	5.1 GB	4.4 MB
436	96/35eb30	38671201	NFCORE_SAREK:SAREK:FASTP (SMAL_5_1998-L001)	CACHED	0	2023-06-15 18:48:28.201	5m 3s	1m 32s	963.0%	1.9 GB	2.8 GB	4.6 GB	4.1 GB
514	87/fc9636	38671229	NFCORE_SAREK:SAREK:FASTQC (CHEH_2_2004-L001)	CACHED	0	2023-06-15 18:48:29.653	9m 36s	6m 39s	199.0%	1.1 GB	3.8 GB	6.4 GB	4.3 MB
526	94/2c8e01	38671231	NFCORE_SAREK:SAREK:FASTQC (RUSS_5_2008-L001)	CACHED	0	2023-06-15 18:48:29.718	8m 36s	5m 39s	200.2%	1 GB	3.8 GB	5 GB	4.3 MB
511	d3/88c5d3	38671203	NFCORE_SAREK:SAREK:FASTP (VAST_3_2005-L001)	CACHED	0	2023-06-15 18:48:28.255	7m 38s	3m 15s	984.7%	1.9 GB	2.8 GB	10.3 GB	9.3 GB
582	cb/66b869	38671232	NFCORE_SAREK:SAREK:FASTQC (POLA_2_2003-L001)	CACHED	0	2023-06-15 18:48:29.757	10m 16s	7m 17s	199.1%	1.1 GB	3.8 GB	6.6 GB	4.3 MB
537	a5/c55ab7	38671235	NFCORE_SAREK:SAREK:FASTQC (VAST_2_1999-L001)	CACHED	0	2023-06-15 18:48:29.854	6m 31s	3m 31s	198.5%	1.1 GB	3.9 GB	2.9 GB	4.4 MB
576	68/7bee7c	38671204	NFCORE_SAREK:SAREK:FASTP (JAPA_2_1994-L001)	CACHED	0	2023-06-15 18:48:28.302	3m 33s	31s	883.9%	1.9 GB	2.7 GB	1.5 GB	1.4 GB
630	14/b05755	38671238	NFCORE_SAREK:SAREK:FASTQC (BELA_1_2004-L001)	CACHED	0	2023-06-15 18:48:29.994	6m 16s	3m 18s	200.3%	1.1 GB	3.8 GB	2.7 GB	4.5 MB
584	3b/2048b5	38671236	NFCORE_SAREK:SAREK:FASTQC (KRAS_1_2002-L001)	CACHED	0	2023-06-15 18:48:29.876	12m 21s	9m 23s	199.3%	1.1 GB	3.8 GB	7.7 GB	4.4 MB
611	ca/09d42f	38671207	NFCORE_SAREK:SAREK:FASTP (RUSS_2_1999-L001)	CACHED	0	2023-06-15 18:48:28.481	4m 28s	1m 8s	912.7%	1.9 GB	2.8 GB	3.2 GB	2.9 GB
629	bf/7404c8	38671209	NFCORE_SAREK:SAREK:FASTP (KRAS_3_2002-L001)	CACHED	0	2023-06-15 18:48:28.575	6m 38s	2m 39s	1050.0%	1.9 GB	2.8 GB	9.1 GB	8.4 GB
652	96/130c08	38671211	NFCORE_SAREK:SAREK:FASTP (POLA_1_2003-L001)	CACHED	0	2023-06-15 18:48:28.848	5m 52s	2m 10s	976.3%	1.9 GB	2.8 GB	6.3 GB	5.7 GB
702	5c/188bed	38671213	NFCORE_SAREK:SAREK:FASTP (KALM_1_2018-L001)	CACHED	0	2023-06-15 18:48:28.900	7m 2s	3m 2s	979.9%	1.9 GB	2.8 GB	9.2 GB	8.5 GB
761	2c/b2c7c6	38671219	NFCORE_SAREK:SAREK:FASTP (SMAL_6_2013-L001)	CACHED	0	2023-06-15 18:48:29.224	5m 7s	1m 39s	915.8%	1.9 GB	2.8 GB	5 GB	4.6 GB
708	c3/8bf543	38671217	NFCORE_SAREK:SAREK:FASTP (KRAS_4_2002-L001)	CACHED	0	2023-06-15 18:48:29.021	4m 37s	1m 14s	954.4%	1.9 GB	2.8 GB	3.8 GB	3.5 GB
763	c7/413359	38671221	NFCORE_SAREK:SAREK:FASTP (VORO_1_1998-L001)	CACHED	0	2023-06-15 18:48:29.296	5m 12s	1m 39s	991.0%	1.9 GB	2.8 GB	5.1 GB	4.6 GB
841	d3/ecf787	38671222	NFCORE_SAREK:SAREK:FASTP (BAJK_3_2016-L001)	CACHED	0	2023-06-15 18:48:29.351	5m 7s	1m 37s	927.7%	1.9 GB	2.8 GB	5 GB	4.6 GB
860	f6/9fd59d	38671227	NFCORE_SAREK:SAREK:FASTP (BAJK_4_2016-L001)	CACHED	0	2023-06-15 18:48:29.592	7m 27s	1m 41s	954.2%	1.9 GB	2.8 GB	5.1 GB	4.6 GB
922	81/6874ea	38671228	NFCORE_SAREK:SAREK:FASTP (CHEH_2_2004-L001)	CACHED	0	2023-06-15 18:48:29.629	9m 12s	1m 56s	975.7%	1.9 GB	2.8 GB	6.4 GB	5.9 GB
943	57/0a40bf	38671230	NFCORE_SAREK:SAREK:FASTP (RUSS_5_2008-L001)	CACHED	0	2023-06-15 18:48:29.681	9m 31s	1m 35s	976.0%	1.9 GB	2.8 GB	5 GB	4.6 GB
960	ec/000dbb	38671234	NFCORE_SAREK:SAREK:FASTP (VAST_2_1999-L001)	CACHED	0	2023-06-15 18:48:29.830	9m 46s	59s	907.1%	1.9 GB	2.8 GB	2.8 GB	2.6 GB
995	0d/30f1f7	38671233	NFCORE_SAREK:SAREK:FASTP (POLA_2_2003-L001)	CACHED	0	2023-06-15 18:48:29.807	11m 1s	2m 6s	964.0%	1.9 GB	2.8 GB	6.6 GB	6.1 GB
1068	0e/0662c9	38671239	NFCORE_SAREK:SAREK:FASTP (BELA_1_2004-L001)	CACHED	0	2023-06-15 18:48:30.164	9m 36s	55s	928.6%	1.9 GB	2.8 GB	2.7 GB	2.4 GB
1014	06/fa2ef2	38671237	NFCORE_SAREK:SAREK:FASTP (KRAS_1_2002-L001)	CACHED	0	2023-06-15 18:48:29.906	11m 52s	2m 32s	1009.3%	1.9 GB	2.8 GB	7.7 GB	7 GB
253	17/d4596a	38673162	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (HG992176.1_1-26233870)	COMPLETED	0	2023-06-15 19:46:24.377	4s	0ms	25.3%	1.6 MB	5.4 MB	88.2 KB	3.3 KB
254	1f/7d75a2	38673163	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (HG992177.1_1-25133022)	COMPLETED	0	2023-06-15 19:46:24.433	4.1s	1s	19.1%	2.2 MB	10.5 MB	88.1 KB	3.2 KB
255	9e/96e19d	38673166	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (HG992178.1_1-24877037)	COMPLETED	0	2023-06-15 19:46:25.138	58.3s	0ms	15.9%	2.5 MB	11.5 MB	87.9 KB	3.2 KB
269	1b/67b8c9	38673167	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (HG992179.1_1-23648884)	COMPLETED	0	2023-06-15 19:46:25.186	58.3s	0ms	30.5%	1.6 MB	5.4 MB	87.9 KB	3.2 KB
274	85/6ecf4f	38673170	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (HG992180.1_1-22925277)	COMPLETED	0	2023-06-15 19:46:25.310	58.2s	0ms	31.1%	2.5 MB	11.5 MB	87.9 KB	3.2 KB
287	ad/2acc0f	38673171	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (HG992181.1_1-22895925)	COMPLETED	0	2023-06-15 19:46:25.382	58.1s	0ms	34.2%	2.5 MB	11.5 MB	87.9 KB	3.2 KB
289	8f/ceaf1d	38673175	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (HG992182.1_1-22794856)	COMPLETED	0	2023-06-15 19:46:26.033	57.5s	0ms	32.2%	1.6 MB	5.4 MB	87.9 KB	3.2 KB
306	55/2be067	38673176	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (HG992183.1_1-21872383)	COMPLETED	0	2023-06-15 19:46:26.121	57.5s	0ms	41.0%	1.6 MB	5.4 MB	87.9 KB	3.2 KB
312	11/edcfb6	38673179	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (HG992184.1_1-21419982)	COMPLETED	0	2023-06-15 19:46:26.279	57.3s	0ms	27.0%	2.5 MB	11.5 MB	87.9 KB	3.2 KB
320	30/ef5548	38673180	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (HG992185.1_1-21389510)	COMPLETED	0	2023-06-15 19:46:26.340	57.4s	0ms	31.7%	1.6 MB	5.4 MB	87.9 KB	3.2 KB
324	bc/93008d	38673182	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (HG992186.1_1-21375889)	COMPLETED	0	2023-06-15 19:46:26.433	57.3s	0ms	26.8%	1.6 MB	5.4 MB	87.9 KB	3.2 KB
328	6f/c6071e	38673184	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (HG992187.1_1-21234190)	COMPLETED	0	2023-06-15 19:46:27.335	56.4s	1s	31.1%	2.5 MB	11.5 MB	87.9 KB	3.2 KB
330	cb/39abe5	38673185	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (HG992188.1_1-20508949)	COMPLETED	0	2023-06-15 19:46:27.392	56.4s	1s	24.6%	2.5 MB	11.5 MB	87.9 KB	3.2 KB
332	ed/b3607f	38673187	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (HG992189.1_1-20295254)	COMPLETED	0	2023-06-15 19:46:27.467	56.4s	1s	27.0%	2.5 MB	11.5 MB	87.9 KB	3.2 KB
334	f6/5493a9	38673189	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (HG992190.1_1-20209291)	COMPLETED	0	2023-06-15 19:46:27.512	56.4s	1s	23.3%	2.5 MB	11.5 MB	87.9 KB	3.2 KB
335	76/b92eb4	38673191	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (HG992191.1_1-19986373)	COMPLETED	0	2023-06-15 19:46:28.134	55.8s	1s	22.7%	2.5 MB	11.5 MB	87.9 KB	3.2 KB
345	8d/2bebe9	38673193	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (HG992192.1_1-19818840)	COMPLETED	0	2023-06-15 19:46:28.193	55.8s	1s	23.0%	2.5 MB	11.5 MB	87.9 KB	3.2 KB
352	d4/f82434	38673195	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (HG992193.1_1-19640724)	COMPLETED	0	2023-06-15 19:46:28.274	55.7s	0ms	30.5%	2.5 MB	11.5 MB	87.9 KB	3.2 KB
368	fa/cb324d	38673197	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (HG992194.1_1-19553016)	COMPLETED	0	2023-06-15 19:46:28.383	55.6s	0ms	21.2%	2.5 MB	11.5 MB	87.9 KB	3.2 KB
375	aa/50309e	38673199	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (HG992195.1_1-18440301)	COMPLETED	0	2023-06-15 19:46:28.486	55.6s	0ms	26.1%	2.5 MB	11.5 MB	87.9 KB	3.2 KB
381	11/014267	38673200	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (HG992196.1_1-18366132)	COMPLETED	0	2023-06-15 19:46:29.086	55s	0ms	50.0%	1.6 MB	5.4 MB	87.9 KB	3.2 KB
388	77/687808	38673203	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (HG992197.1_1-17060131)	COMPLETED	0	2023-06-15 19:46:29.197	54.9s	0ms	41.2%	1.6 MB	5.4 MB	87.9 KB	3.2 KB
409	2b/ab3777	38673212	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (HG992202.1_1-14402919)	COMPLETED	0	2023-06-15 19:46:29.529	54.7s	1s	12.1%	2.5 MB	11.5 MB	87.9 KB	3.2 KB
410	d8/9f4092	38673215	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (HG992203.1_1-13271753)	COMPLETED	0	2023-06-15 19:46:30.254	53.9s	1s	18.1%	2.5 MB	11.5 MB	87.9 KB	3.2 KB
414	e6/133b61	38673216	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (HG992204.1_1-12763386)	COMPLETED	0	2023-06-15 19:46:30.290	53.9s	1s	14.5%	2.5 MB	11.5 MB	87.9 KB	3.2 KB
415	8b/11258b	38673220	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (HG992205.1_1-11974655)	COMPLETED	0	2023-06-15 19:47:24.267	54.2s	0ms	36.6%	1.6 MB	5.4 MB	87.9 KB	3.2 KB
418	c6/14044c	38673221	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (HG992206.1_1-10898131)	COMPLETED	0	2023-06-15 19:47:24.289	54.2s	0ms	30.8%	1.6 MB	5.4 MB	87.9 KB	3.2 KB
419	59/deba35	38673223	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (HG992207.1_1-5265952)	COMPLETED	0	2023-06-15 19:47:24.386	54.1s	0ms	37.4%	2.5 MB	11.5 MB	87.9 KB	3.2 KB
394	a4/34c281	38673204	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (HG992198.1_1-16621731)	COMPLETED	0	2023-06-15 19:46:29.218	2m 4s	1m 5s	0.1%	2.8 MB	11.7 MB	87.9 KB	3.2 KB
398	4b/9690bf	38673207	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (HG992199.1_1-15218959)	COMPLETED	0	2023-06-15 19:46:29.325	2m 4s	1m 5s	0.1%	2.8 MB	11.7 MB	87.9 KB	3.2 KB
405	7c/5960f7	38673208	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (HG992200.1_1-15145429)	COMPLETED	0	2023-06-15 19:46:29.345	2m 4s	1m 5s	0.1%	2.8 MB	11.7 MB	87.9 KB	3.2 KB
406	03/86a4e4	38673211	NFCORE_SAREK:SAREK:PREPARE_INTERVALS:TABIX_BGZIPTABIX_INTERVAL_SPLIT (HG992201.1_1-14968207)	COMPLETED	0	2023-06-15 19:46:29.505	2m 4s	1m 5s	0.1%	2.8 MB	11.7 MB	87.9 KB	3.2 KB
9	0a/86b79c	38673112	NFCORE_SAREK:SAREK:FASTP (KAZA_1_2006-L001)	COMPLETED	0	2023-06-15 19:46:11.975	2m 41s	1m 52s	971.4%	1.9 GB	2.8 GB	5.6 GB	5.1 GB
248	5e/0f7e17	38673168	NFCORE_SAREK:SAREK:FASTQC (ALTA_2_2015-L001)	COMPLETED	0	2023-06-15 19:46:25.219	5m 53s	4m 55s	200.4%	1.1 GB	3.8 GB	4.4 GB	4.4 MB
10	fb/4f46b6	38673113	NFCORE_SAREK:SAREK:FASTQC (KAZA_1_2006-L001)	COMPLETED	0	2023-06-15 19:46:12.268	6m 46s	6m 31s	201.0%	1.1 GB	3.9 GB	5.6 GB	4.5 MB
296	e0/5d0ae5	38673173	NFCORE_SAREK:SAREK:FASTQC (KALM_9_1981-L001)	COMPLETED	0	2023-06-15 19:46:25.478	10m 8s	9m 10s	199.5%	1.1 GB	3.9 GB	8.8 GB	4.3 MB
435	b6/9a2548	38673238	NFCORE_SAREK:SAREK:FASTQC (KALM_10_1983-L001)	COMPLETED	0	2023-06-15 19:47:25.541	11m 3s	10m 9s	199.5%	1 GB	3.8 GB	9.6 GB	4.5 MB
490	74/d6d255	38673260	NFCORE_SAREK:SAREK:FASTQC (ALTA_1_2015-L001)	COMPLETED	0	2023-06-15 19:52:58.942	8m 20s	8m	198.6%	1.1 GB	3.8 GB	7.6 GB	4.4 MB
